order_item_id,order_detail_id,user_address_id,product_id,user_id,vendor_id
202,6594,5948,2741,1798,183
203,7122,4612,1311,4751,171
204,6246,2639,2773,3354,67
205,4580,5255,660,2486,200
206,1131,5581,1050,56,200
207,6584,333,1711,4321,172
208,2029,3541,2953,4867,93
209,6115,4927,2359,6530,1
210,5362,3619,2486,7866,74
211,7732,5077,2915,553,102
212,863,3388,2754,6762,8
213,152,4927,2328,2305,177
214,267,190,2446,6614,80
215,813,6671,452,9598,140
216,1931,768,1222,4248,27
217,5905,1573,2532,822,93
218,148,5638,2768,5715,144
219,6505,1064,624,3556,47
220,2650,957,723,7766,115
221,2646,2379,2597,1517,49
222,463,5072,1249,3936,193
223,4954,5706,2787,1625,53
224,3371,3415,1474,7224,164
225,7125,2475,2148,7731,159
226,2115,1390,2002,8260,32
227,3604,1008,554,2136,151
228,4870,1509,1268,6622,108
229,33,5146,2914,2246,131
230,3982,3350,1347,3964,16
231,4131,1806,2365,5083,61
232,4590,6045,546,8596,38
233,7549,2484,2350,2747,11
234,2198,1759,216,9251,159
235,7032,6852,9,3860,81
236,2003,2089,1856,163,11
237,897,3567,1607,9551,141
238,2674,3961,310,3972,191
239,2001,1849,2472,3119,158
240,5003,4596,100,4137,60
241,5016,843,1979,4327,120
242,2560,4496,2417,4794,162
243,4974,2354,67,6873,62
244,4157,5477,771,5539,9
245,2863,5539,495,9114,129
246,2848,2105,1517,8474,84
247,2805,3026,2042,7292,31
248,1684,2969,690,8696,177
249,4521,826,97,9474,32
250,2028,4133,2420,850,59
251,1779,6212,1853,9962,135
252,7424,3444,487,8654,5
253,4206,5302,1756,4283,40
254,5683,4862,2822,1586,123
255,6754,6702,2002,5855,81
256,4637,6240,1328,29,197
257,1439,2004,1131,7373,141
258,1155,2392,1727,3790,4
259,3474,2670,728,3693,13
260,4344,5548,2038,7510,166
261,7037,5608,2727,2982,197
262,5858,5323,251,3167,94
263,5657,1370,36,8968,101
264,7996,5011,1984,4819,2
265,6281,3859,2170,7828,35
266,6576,4800,1849,3577,119
267,738,5016,2335,7492,108
268,639,3357,1682,3148,29
269,2481,4399,26,7495,85
270,1041,290,977,4555,189
271,7704,6497,2604,1995,118
272,322,6165,1189,5837,136
273,2387,6225,2695,3772,118
274,301,4939,2188,1642,135
275,7219,5161,1243,69,184
276,6359,6738,1940,3372,148
277,2238,5825,141,2635,38
278,6907,1386,1570,2230,99
279,2305,4798,2819,515,185
280,3146,6027,2693,1661,90
281,1969,791,2764,9591,23
282,1613,1550,337,8026,56
283,5117,5192,1636,3044,145
284,3609,3587,1785,6969,163
285,6957,5225,1406,298,87
286,2327,5137,2261,203,44
287,1890,5245,2504,3175,143
288,920,6712,846,2935,68
289,7903,5652,1436,9538,27
290,7218,4429,1438,4858,58
291,3935,6581,1269,187,82
292,7015,4156,580,8604,171
293,3802,4423,7,917,86
294,3398,1352,2733,4471,128
295,3583,4836,1537,1022,13
296,3523,3142,2150,1584,59
297,2682,619,1955,2980,75
298,5314,811,1960,5739,143
299,4295,2472,1654,7128,5
300,7065,3847,35,7094,169
301,7640,3436,1409,4822,66
302,2957,2885,664,5353,14
303,3646,3927,1308,4446,170
304,4495,3029,150,1941,97
305,7934,790,971,5746,119
306,5223,2708,1012,3105,62
307,4743,6199,190,8936,83
308,4508,1120,1267,2258,163
309,2242,459,1385,9012,40
310,2249,4589,34,6019,8
311,7612,676,890,1366,30
312,129,3801,1614,5239,33
313,3911,3604,2837,9328,101
314,2250,3383,75,8135,128
315,7433,3966,1708,5446,101
316,1951,5890,767,8026,200
317,7908,5729,518,7349,110
318,3392,5045,933,8041,48
319,5001,3875,1255,2789,115
320,4609,6265,1669,1401,13
321,4351,1355,1743,2191,161
322,7425,1912,765,272,131
323,4602,1349,632,6713,90
324,4808,3570,1822,2024,38
325,7926,6624,2853,4680,182
326,1309,2392,370,7290,175
327,7531,228,631,4384,136
328,6324,6490,1341,4572,59
329,134,898,1225,9960,108
330,1779,4544,2001,5943,68
331,1748,6050,2741,3482,101
332,5774,2623,1712,4303,179
333,4265,5098,1081,7895,69
334,7763,3324,1334,5981,104
335,3737,2863,838,5189,39
336,4524,192,2674,1362,76
337,7115,1031,322,3729,44
338,4816,4297,1699,8526,21
339,7404,1049,224,54,7
340,961,1275,2736,431,107
341,2913,5321,2426,9430,165
342,6180,2082,1088,9212,158
343,4883,1615,188,7106,169
344,3481,625,1364,3206,170
345,7566,5785,2411,8260,64
346,839,4994,2862,4148,169
347,1431,6096,516,9422,197
348,7861,4776,2877,6632,151
349,3260,6107,122,1228,173
350,1888,26,2457,6793,75
351,7105,1388,301,1287,192
352,3302,2736,593,6826,87
353,608,6594,1496,4322,35
354,4774,3687,689,389,193
355,7725,5195,108,3083,132
356,1298,2331,661,7171,102
357,3944,5510,147,9645,185
358,6445,5083,2607,3702,68
359,657,619,908,74,29
360,4547,3106,1494,9214,193
361,3062,1081,478,1936,67
362,7161,1169,74,7440,139
363,7237,2506,2315,381,146
364,5514,3610,1524,6670,115
365,7552,5675,598,4344,79
366,4708,1186,1538,4984,144
367,7195,1658,2504,5602,142
368,5825,4929,1431,6088,61
369,4113,5942,2682,3775,185
370,3968,21,2612,3817,110
371,5239,1829,1698,4783,158
372,6550,5452,1741,2570,126
373,592,807,1878,6647,37
374,3298,5482,1325,3405,151
375,7986,6583,1417,8717,137
376,7505,2045,2034,5274,15
377,7184,2155,2676,482,117
378,6871,400,1990,1171,150
379,712,586,2626,6963,168
380,7084,6165,1730,5417,14
381,7137,2869,584,5382,54
382,5121,3930,812,695,75
383,3959,2772,1657,4323,98
384,4711,786,2655,8950,195
385,6458,4497,145,2167,194
386,3675,5505,379,5287,189
387,7782,6981,2174,7082,105
388,3869,4554,2283,7177,26
389,4559,347,1757,712,138
390,4592,5567,294,5690,140
391,2502,247,2609,1807,146
392,2751,154,708,1201,180
393,3414,1096,1360,2831,197
394,513,1435,2195,2825,110
395,1098,6736,332,1136,17
396,5943,6556,1044,266,13
397,3732,6213,892,8978,173
398,4231,2564,1396,5197,146
399,7901,2604,432,1667,123
400,2140,6585,40,9830,39
401,2812,502,518,6982,28
402,7497,3872,2367,5890,115
403,3071,3590,2236,8769,52
404,5753,1135,1272,2501,87
405,6146,2912,1855,4027,38
406,7279,2848,179,5903,90
407,6348,5054,2746,1974,187
408,6369,309,2304,3868,151
409,1528,5508,2973,204,152
410,7468,6809,1953,8988,145
411,4872,467,1891,2424,120
412,1362,1808,730,5664,141
413,309,6,2626,3078,62
414,6990,2902,2194,8147,9
415,2407,2888,2938,812,141
416,3584,3080,1984,740,159
417,1632,699,140,7928,187
418,5492,6246,760,5439,22
419,7088,6988,593,219,199
420,1882,6944,1220,7865,152
421,1862,1814,1501,7593,109
422,3263,1054,1991,4877,191
423,5845,2386,2192,3306,157
424,3318,6774,532,9506,104
425,1131,454,1603,9164,75
426,2786,578,1308,2833,193
427,3963,6740,19,7426,71
428,6301,6734,2104,2419,6
429,7796,6153,2168,2186,60
430,7259,6314,2332,1607,187
431,5749,6991,73,4402,33
432,3449,123,1784,9159,199
433,5778,2900,2696,4461,131
434,4698,4110,2284,9575,20
435,1108,1472,704,3946,136
436,3854,5444,1856,8406,60
437,1199,3048,2805,7073,107
438,4665,6617,2096,5705,76
439,2814,2259,1255,1003,146
440,4522,3600,2597,3389,185
441,3342,5023,592,9846,92
442,6421,6901,2336,7111,6
443,6605,6136,1360,7649,9
444,6098,1364,2452,638,85
445,920,4,100,2060,108
446,2268,2010,2624,5816,111
447,4730,6903,2742,9615,125
448,6614,3208,2384,5784,44
449,3774,4939,1670,994,160
450,6081,4886,2849,4889,198
451,1394,3440,1264,5975,36
452,2836,1569,161,9200,108
453,563,4200,854,2590,121
454,4481,134,2008,4761,107
455,3556,6967,1657,8117,115
456,5868,4691,1989,1900,99
457,2635,3043,2700,4402,64
458,871,1981,2050,7643,62
459,863,1338,2663,669,145
460,69,3400,1048,1291,87
461,3221,5712,1556,853,77
462,487,6057,1557,1716,186
463,3997,4911,1453,2808,167
464,1886,4430,2078,7156,175
465,7231,1517,1102,4809,44
466,3873,6610,592,7046,172
467,1542,2605,1935,3034,56
468,4109,2274,1237,524,42
469,355,619,2096,7462,196
470,4658,5302,1451,1992,150
471,5490,4172,1126,4348,104
472,5109,4030,2984,1982,160
473,2838,3431,333,631,72
474,1230,4863,457,2331,90
475,804,5449,944,9601,168
476,2017,3236,1758,1417,85
477,1213,3597,510,1704,16
478,2898,3619,2311,5250,195
479,3000,3476,778,8730,107
480,3355,1363,2686,8185,129
481,2424,423,1156,1661,111
482,3329,6224,825,6922,107
483,7486,1784,1825,563,61
484,6532,1375,2518,9246,59
485,5216,1354,410,886,134
486,3571,6847,203,5454,133
487,1442,6947,608,1923,85
488,673,4583,2362,2968,81
489,5292,2671,331,5803,30
490,1639,582,1267,669,102
491,3330,4628,152,5902,10
492,3635,2998,1728,7959,127
493,3700,3022,502,1764,32
494,1675,934,2301,8398,139
495,618,1816,1187,9305,148
496,3655,5360,2690,9545,147
497,4026,5656,1001,4078,86
498,4878,2961,2381,9743,91
499,1155,4758,1210,6547,164
500,2906,188,820,1356,142
501,3424,2345,2351,9575,180
502,2905,924,1220,5115,90
503,5598,4263,1593,3536,162
504,381,3368,1840,5803,14
505,5162,6937,805,5686,79
506,2146,174,755,8765,36
507,3664,3554,828,485,83
508,834,2148,676,5225,13
509,2259,4284,1285,2679,99
510,276,1519,2754,1991,10
511,7431,2682,1753,6985,7
512,3136,764,836,4955,131
513,6994,5921,2490,7356,187
514,6693,350,2863,2240,169
515,4790,4711,2003,6171,180
516,5241,4454,2733,620,12
517,1448,4384,1091,3322,77
518,5949,6498,1528,915,190
519,1105,430,1076,7361,6
520,4069,6188,1720,4631,138
521,7901,5353,2546,3761,103
522,7976,3035,2275,4868,111
523,1496,3208,1259,8157,75
524,6958,3115,2255,996,145
525,4864,13,920,7511,97
526,2931,1106,799,5265,199
527,5655,4830,1230,7672,57
528,6939,5539,2704,3345,188
529,623,20,1159,8247,170
530,5657,3312,300,2800,140
531,1917,4739,2474,2289,94
532,2936,1064,850,8375,6
533,5654,2332,2532,9533,9
534,3288,6210,2404,77,52
535,5332,6988,629,4140,32
536,4115,5536,1248,5789,93
537,5880,2882,2481,5635,38
538,5203,5141,928,406,189
539,1781,5486,2632,379,21
540,919,5479,24,6255,160
541,2682,5588,2798,9106,175
542,1545,4808,1604,7187,46
543,4730,5704,2000,8219,66
544,1975,5828,1737,903,78
545,741,6625,2026,1352,34
546,741,6870,1702,9637,16
547,6974,3936,2711,6720,52
548,1862,2067,1341,9450,172
549,3180,5102,109,1683,122
550,5911,2218,1324,8688,45
551,789,4538,1092,1334,21
552,7874,2168,1198,9159,164
553,7162,4359,693,3653,88
554,4827,618,2879,1532,49
555,6197,6133,1681,1340,136
556,6232,6191,495,3552,19
557,2011,3053,2090,4906,151
558,4003,13,1022,4526,12
559,4567,3802,389,3486,23
560,5818,5911,2241,8006,61
561,72,5942,1706,8192,76
562,2784,966,1015,1963,33
563,7593,1552,1324,7360,166
564,4352,5485,2356,9225,97
565,1951,5900,1776,6731,116
566,1715,1526,196,2524,70
567,7701,4037,2397,9347,78
568,6022,3842,1156,6924,109
569,446,2161,1501,6695,148
570,7262,1177,2829,6172,75
571,7256,501,2329,2359,111
572,956,2342,781,9006,84
573,5387,5065,1144,3212,32
574,3883,515,274,1697,198
575,6449,4260,862,7980,157
576,7493,1101,1844,6032,33
577,748,5755,1326,3994,198
578,6686,1875,2982,9171,135
579,7545,1726,2903,6115,31
580,6093,2407,2782,6824,145
581,5860,4228,2672,6478,24
582,7422,4284,1367,2142,133
583,6234,1029,999,4824,41
584,2799,4724,2031,4691,142
585,4156,6004,1094,183,126
586,3230,6892,2136,1589,44
587,5075,5633,2831,9604,183
588,6547,6970,322,2932,56
589,1834,4330,1302,5884,172
590,7570,4369,160,7347,94
591,3586,3116,1577,7060,50
592,4182,3040,926,9055,69
593,4982,4365,755,7155,174
594,1999,1731,1407,3020,1
595,6335,1295,1721,2656,61
596,5933,5886,829,9432,27
597,1108,6152,978,7866,69
598,3904,5576,1906,7227,196
599,387,1330,1440,6015,17
600,167,4966,279,6,152
601,3688,6391,2227,1270,71
602,7052,1843,96,7451,133
603,2797,4167,1904,127,65
604,7610,4415,213,4109,96
605,2284,1069,2659,2493,150
606,2788,1979,292,2711,65
607,3335,2788,822,2710,139
608,1828,1928,1508,5427,61
609,7896,909,2644,6417,169
610,1931,661,315,7837,153
611,7455,6172,175,8993,149
612,587,122,1962,2754,191
613,5686,6330,1448,7228,95
614,6905,182,2666,5199,23
615,3528,2667,1526,5210,173
616,3864,3952,2333,3251,82
617,4821,1186,475,4231,8
618,6359,6110,1868,9403,35
619,677,2573,1369,1229,48
620,2561,2711,614,2675,9
621,4142,6987,1255,914,82
622,525,2920,1859,6716,68
623,5066,6245,1818,8887,107
624,7646,2159,107,4237,150
625,4503,570,765,719,3
626,6751,6015,1525,3719,5
627,3294,2808,479,9871,129
628,252,2444,1668,2602,131
629,2033,4300,2131,3477,81
630,5178,832,626,9072,98
631,5596,5758,628,3246,61
632,7377,5703,760,5917,147
633,7275,4829,545,1049,169
634,202,5626,2552,8155,82
635,817,4202,769,8135,162
636,5193,4525,748,6659,7
637,1016,1256,193,9369,65
638,2373,980,416,2854,112
639,1687,377,2388,1436,70
640,2547,1881,63,1654,60
641,6846,4171,2172,6767,87
642,1605,2207,2113,7745,181
643,4702,218,1109,3982,165
644,5125,3581,1566,2621,128
645,4832,2531,1773,5247,36
646,2028,3424,2004,9577,142
647,5954,2345,2606,1082,186
648,5810,4962,624,1268,5
649,6429,1685,1146,2195,137
650,1563,1378,2927,9071,80
651,2558,5672,498,4998,111
652,1154,5139,2,7140,141
653,1595,3011,204,4908,39
654,1270,6946,202,2801,143
655,832,2065,1008,7576,55
656,1461,3970,2819,2158,27
657,3298,6658,659,9275,91
658,735,6668,289,8198,197
659,7214,6083,2480,1001,155
660,2834,6725,359,3134,100
661,3976,3737,2404,6973,164
662,4253,736,656,6543,102
663,3905,6681,2850,3446,117
664,3661,6442,1569,2385,170
665,3199,1035,921,2602,188
666,287,6476,1334,7267,155
667,537,6065,2923,4217,70
668,7323,6975,1598,7045,112
669,5688,4853,1132,3344,193
670,3651,5612,486,1803,76
671,5699,2451,2721,9957,65
672,5566,5928,675,9647,28
673,10,966,2032,8923,88
674,6103,5391,2167,6789,194
675,1928,3435,2381,9445,47
676,6771,893,117,6139,89
677,2678,3950,2609,8924,19
678,2498,6111,1242,4526,140
679,6849,953,2946,9553,35
680,4513,3738,114,2592,179
681,2062,1199,2930,7839,138
682,2402,1563,2214,3222,105
683,5384,4462,996,9076,50
684,6100,5157,2372,8577,145
685,5422,1870,861,5626,182
686,5003,1515,440,814,50
687,7539,1907,2421,290,39
688,2431,193,2505,3429,5
689,4523,4777,690,2993,32
690,4428,2589,942,3901,38
691,3039,1406,654,344,178
692,3328,5075,2414,1419,58
693,2750,5859,981,6169,132
694,3021,6630,1675,7712,90
695,4119,1173,461,5889,29
696,2619,5412,1663,3261,3
697,1251,6294,1203,5474,197
698,5863,6091,794,3889,170
699,3092,3290,870,4709,129
700,6594,3626,133,4277,41
701,7588,662,2172,5663,92
702,2826,2913,38,394,25
703,1818,6202,1018,7538,3
704,2057,2368,934,4101,189
705,3531,1661,2013,3715,104
706,6623,5962,1971,1824,77
707,27,2553,2610,1739,120
708,4045,4678,1789,8804,123
709,5031,6905,2258,1506,18
710,2846,3253,2354,9061,115
711,6449,1998,347,6074,29
712,4402,6747,1733,4010,5
713,3090,1139,1839,6638,121
714,4689,2950,2437,4319,103
715,1030,4,2007,2381,47
716,4727,2294,2113,6716,106
717,1153,4891,2037,4588,20
718,3005,3482,1481,1368,18
719,16,1369,1962,5690,114
720,828,5869,2485,4305,20
721,2803,3104,2058,9295,7
722,5636,61,2252,1010,59
723,6509,2264,1705,9001,152
724,6662,764,2059,1548,93
725,4967,643,647,7317,62
726,347,1453,1658,8722,41
727,3120,17,1473,2783,80
728,3859,1664,889,275,148
729,498,6781,2175,2780,175
730,1510,6949,128,4792,58
731,4625,5583,2280,2085,74
732,6236,733,8,1823,42
733,1919,1823,841,6472,187
734,7581,246,657,7236,62
735,1095,1770,1646,6094,89
736,5367,6494,2191,9368,164
737,5260,3923,1065,2649,113
738,707,2265,805,4336,111
739,1739,2730,2953,5963,46
740,5079,580,2968,5852,50
741,3358,1860,1822,1385,187
742,5217,4827,234,6699,79
743,744,975,1770,6751,59
744,3869,3308,907,3268,149
745,7644,3171,1504,2622,193
746,526,656,1630,8453,187
747,685,2355,2577,8468,36
748,4583,921,111,842,123
749,2345,2404,43,479,80
750,3934,2246,118,3346,13
751,6619,6867,2177,9370,133
752,301,2404,169,2831,133
753,3207,2570,1274,2824,164
754,4024,1857,2463,4364,75
755,767,2996,1587,1881,64
756,4215,1880,670,1514,35
757,4253,963,1120,1643,195
758,3855,1181,550,4776,29
759,3719,450,2503,7835,134
760,7410,6808,1638,7315,84
761,2757,2474,2861,4304,48
762,864,92,2774,4461,40
763,7394,5651,399,5074,14
764,5779,5518,2032,5930,129
765,6523,5326,1768,4472,129
766,7367,5423,92,7822,84
767,3532,3179,21,1885,58
768,7929,1027,1659,1849,195
769,4728,5820,2541,4122,35
770,1782,2712,1555,8621,109
771,1257,3583,2465,9210,75
772,3786,2542,564,8713,167
773,4007,5121,407,4877,93
774,4158,602,234,2699,76
775,4328,4485,1159,3157,63
776,6683,2696,96,9584,132
777,3096,3507,1356,7727,19
778,2347,1784,1418,1643,89
779,2952,1774,947,1903,8
780,98,1197,2506,4376,171
781,2307,625,2835,5059,198
782,1107,250,2016,9253,16
783,6588,951,12,1801,83
784,3797,1375,2030,7484,85
785,2227,346,278,7913,38
786,1661,5082,1000,7882,46
787,2957,1191,726,7201,95
788,2977,3974,1957,5924,83
789,7487,1671,2137,4374,94
790,3714,3012,1685,3620,65
791,2506,2657,1464,7312,33
792,6138,2503,2255,7186,181
793,4074,5828,2578,2092,173
794,3664,3664,2546,7652,49
795,874,3799,2217,1296,62
796,4719,507,1797,6462,70
797,2606,2271,2713,9084,23
798,1694,1582,2107,6137,188
799,4441,4015,2243,9700,39
800,4179,4286,249,4881,17
801,7130,6680,2185,2148,89
802,2694,6999,2295,2457,10
803,7828,4965,190,6320,128
804,6025,4820,1074,3968,198
805,3439,1288,89,1507,197
806,5409,3696,463,3794,159
807,3252,2109,10,9647,148
808,3408,3013,1066,6667,163
809,2536,2947,550,3634,36
810,4954,5336,1028,8639,115
811,3949,4694,583,7138,165
812,5251,5785,2186,1954,22
813,7825,1289,2916,1570,61
814,5796,6239,444,3084,156
815,5392,356,2315,8766,60
816,1468,5075,317,8315,88
817,2750,2066,2305,3561,26
818,3557,769,916,1493,196
819,4827,845,2000,8487,40
820,712,2450,1904,1195,90
821,7016,3413,1291,6278,49
822,4433,5314,1958,1535,194
823,3705,19,2012,3610,45
824,4155,4694,187,881,58
825,4199,187,742,8548,81
826,2787,5190,526,4432,11
827,853,6265,378,2382,9
828,182,3609,50,225,29
829,5468,3876,2331,5101,88
830,6417,821,95,8775,131
831,2789,4866,472,9551,61
832,7466,114,2167,6136,182
833,3295,2692,877,7576,182
834,5251,3084,612,276,110
835,7351,487,1019,8133,137
836,1758,5753,389,4799,104
837,5450,6449,2623,1793,181
838,6694,4895,1834,430,2
839,5873,3025,1686,3172,165
840,2813,3792,926,8238,24
841,3244,4671,2648,6118,113
842,5559,4871,1057,4217,142
843,1413,1430,1971,9891,120
844,229,297,36,9011,6
845,2894,4040,1977,5647,3
846,2514,2255,757,683,93
847,84,3814,95,4301,114
848,590,3817,1527,589,74
849,7042,813,2502,898,112
850,4203,3230,102,550,169
851,3330,3256,462,9079,169
852,3126,6712,451,3266,85
853,2890,3209,1612,7693,132
854,2644,1309,748,1815,38
855,3021,6103,740,1316,157
856,5241,3597,1898,9349,194
857,2064,4954,417,7031,58
858,1287,3613,1705,7733,166
859,2539,4309,2844,1605,52
860,2588,3946,1816,6801,59
861,1229,6243,2700,9848,181
862,6026,1569,434,1546,36
863,3551,497,69,5860,12
864,4972,2555,254,7514,29
865,7664,5261,121,1810,170
866,3761,905,1683,8837,158
867,5983,798,1286,2238,40
868,3224,5283,360,4952,129
869,397,134,900,7526,135
870,4504,5719,857,1500,174
871,7711,4380,494,5597,127
872,1286,6367,903,6041,5
873,3172,6783,46,1895,62
874,1818,6914,1986,6975,69
875,798,5647,1154,1023,150
876,99,5512,2940,3857,33
877,2439,3564,300,8723,44
878,2303,3397,633,2605,51
879,2651,4608,529,6137,125
880,1477,2980,1621,934,197
881,3716,6841,292,3159,44
882,108,4147,1231,7765,50
883,1226,6680,815,9130,145
884,3027,56,1938,7800,57
885,3085,769,1906,5062,104
886,6897,2518,585,5761,192
887,5498,6413,2119,5773,25
888,3249,3438,514,7762,188
889,1259,2504,626,4949,185
890,7434,4079,369,3400,50
891,7659,4054,308,4007,174
892,5312,4438,1274,6874,42
893,5553,5865,593,2842,163
894,3939,3718,1596,8590,146
895,6064,3787,2468,9149,47
896,2619,3274,1081,7528,111
897,2270,5113,1288,3034,146
898,2571,4853,106,5406,89
899,3737,2611,2121,6227,15
900,5094,4221,2108,5184,112
901,2430,6005,1161,4558,181
902,2891,4238,1186,1584,56
903,6292,3406,1496,8508,81
904,2253,1980,877,366,93
905,3417,3599,1153,7967,4
906,7875,2113,443,5641,121
907,7380,4572,1017,2911,99
908,5463,5322,1528,2259,57
909,4045,2476,1903,3936,189
910,2024,320,1053,9477,97
911,1367,4883,2720,3635,138
