product_id,vendor_id,list_date,price,discount
23,123,2016-07-10 04:41:36,151.00,6.04
23,185,2021-04-14 01:49:16,593.00,11.86
23,150,2016-07-02 10:44:31,323.00,58.14
23,41,2017-09-02 16:13:48,560.00,28.00
24,13,2020-01-18 11:01:51,159.00,17.49
24,18,2019-10-04 02:37:06,439.00,105.36
24,17,2016-10-27 07:46:34,306.00,18.36
24,173,2021-06-17 05:09:38,460.00,78.20
25,135,2022-06-13 20:26:45,700.00,0.00
25,146,2019-12-06 17:46:24,323.00,83.98
25,125,2021-02-23 08:55:27,372.00,111.60
25,175,2018-10-27 13:04:39,576.00,103.68
25,30,2018-10-18 23:35:55,571.00,137.04
25,160,2016-05-11 02:29:25,590.00,153.40
25,180,2020-05-05 10:57:24,356.00,56.96
26,200,2020-07-14 01:25:15,500.00,90.00
26,106,2020-04-25 16:22:52,495.00,34.65
26,109,2016-07-24 14:25:13,356.00,46.28
26,64,2019-12-05 15:34:15,498.00,24.90
26,1,2016-06-03 17:29:33,292.00,61.32
26,191,2022-12-22 17:34:50,164.00,24.60
26,198,2021-02-15 06:14:03,542.00,86.72
26,26,2020-07-14 02:32:16,249.00,59.76
27,127,2022-01-11 23:17:13,141.00,0.00
27,128,2018-03-13 13:18:05,363.00,54.45
27,102,2022-04-27 06:23:01,602.00,0.00
27,185,2021-04-06 16:56:35,497.00,104.37
27,153,2019-07-17 06:53:23,97.00,9.70
27,33,2021-03-23 02:30:04,457.00,137.10
28,81,2017-09-18 09:42:06,349.00,76.78
28,194,2021-05-30 02:42:48,229.00,66.41
28,70,2020-06-25 09:55:29,398.00,115.42
28,190,2022-08-10 10:16:10,81.00,5.67
28,165,2021-04-25 20:27:17,589.00,111.91
28,26,2017-02-02 03:13:18,483.00,101.43
28,130,2022-09-03 02:42:21,373.00,55.95
28,57,2020-04-26 16:17:13,157.00,29.83
29,171,2019-09-20 01:02:17,690.00,27.60
29,180,2017-04-02 10:17:38,349.00,80.27
29,164,2018-12-09 22:19:05,169.00,30.42
29,88,2017-01-16 12:02:27,219.00,43.80
29,81,2016-10-06 10:11:15,92.00,22.08
29,107,2019-07-29 19:12:50,257.00,23.13
29,70,2019-01-31 11:24:18,421.00,25.26
29,142,2021-01-22 01:13:30,252.00,47.88
29,46,2016-03-13 17:53:08,71.00,18.46
29,61,2019-09-26 19:06:32,565.00,135.60
29,100,2018-08-21 05:56:08,454.00,108.96
30,45,2019-04-16 10:48:40,367.00,18.35
30,149,2022-11-15 18:45:52,439.00,21.95
30,53,2022-08-08 13:25:08,475.00,0.00
30,165,2022-11-08 08:39:30,674.00,101.10
30,105,2016-12-16 15:24:17,491.00,19.64
31,12,2016-12-01 02:04:29,403.00,64.48
31,177,2016-10-06 11:41:50,655.00,26.20
31,85,2017-06-20 05:30:16,631.00,132.51
31,143,2021-06-07 22:14:16,550.00,55.00
31,60,2016-06-21 03:13:52,643.00,0.00
31,119,2020-12-31 22:24:35,244.00,29.28
31,158,2022-09-22 02:45:35,259.00,38.85
31,93,2022-08-23 21:21:53,311.00,46.65
31,77,2022-05-18 19:08:20,549.00,87.84
32,99,2017-02-02 04:12:05,219.00,63.51
32,123,2017-03-01 08:06:09,82.00,19.68
32,190,2022-09-07 14:37:45,424.00,0.00
32,28,2016-05-31 20:44:09,212.00,42.40
32,92,2017-07-14 14:11:23,278.00,52.82
32,166,2021-08-31 17:24:40,369.00,0.00
32,167,2020-01-11 18:47:46,538.00,86.08
33,50,2016-07-20 23:32:39,522.00,104.40
33,191,2019-08-29 06:32:55,473.00,70.95
33,92,2018-04-04 08:28:15,418.00,87.78
33,73,2021-11-24 21:24:34,149.00,2.98
33,21,2017-09-08 08:21:24,519.00,31.14
33,22,2017-08-11 08:11:58,65.00,13.00
34,189,2022-03-10 21:31:53,595.00,5.95
34,168,2018-03-29 08:47:49,364.00,18.20
34,174,2017-06-03 15:52:50,132.00,35.64
35,137,2019-09-21 09:51:22,619.00,92.85
35,85,2016-10-05 02:35:59,416.00,41.60
35,170,2018-11-18 11:54:59,453.00,22.65
35,163,2018-04-28 02:45:04,637.00,50.96
35,60,2018-10-13 01:10:56,456.00,77.52
35,173,2020-06-06 17:37:02,321.00,80.25
35,172,2017-04-10 18:12:59,568.00,113.60
36,31,2017-03-23 18:18:07,146.00,35.04
36,137,2016-09-06 01:08:05,594.00,59.40
36,92,2016-08-24 18:33:02,90.00,15.30
36,19,2017-06-03 19:20:19,234.00,51.48
37,165,2020-01-07 14:34:21,651.00,91.14
37,55,2022-12-17 04:34:57,456.00,22.80
37,161,2022-12-25 07:07:28,482.00,120.50
37,78,2022-05-31 10:06:05,671.00,46.97
37,47,2022-06-20 01:24:18,476.00,85.68
37,67,2016-09-15 17:08:04,699.00,118.83
37,166,2016-01-03 05:33:47,469.00,131.32
37,61,2016-02-03 19:55:25,634.00,177.52
38,118,2016-07-11 10:36:41,248.00,4.96
38,92,2022-05-27 05:05:10,607.00,121.40
38,176,2016-06-09 20:05:23,511.00,97.09
38,87,2018-05-24 10:47:55,639.00,108.63
38,136,2018-09-06 16:08:49,540.00,75.60
38,145,2016-01-29 02:38:39,469.00,56.28
38,126,2016-01-12 14:17:19,200.00,40.00
39,78,2021-10-11 03:33:24,571.00,142.75
39,21,2018-10-17 21:31:19,695.00,83.40
40,145,2022-06-08 19:20:34,97.00,29.10
40,101,2022-10-01 00:13:16,431.00,12.93
40,174,2022-05-02 05:50:40,371.00,100.17
40,12,2020-12-12 09:08:59,550.00,11.00
40,60,2021-04-16 08:44:35,629.00,18.87
41,17,2017-09-09 08:29:23,628.00,150.72
42,175,2022-12-26 07:21:38,149.00,19.37
43,167,2018-11-03 12:47:12,290.00,8.70
43,59,2016-12-10 15:06:58,333.00,73.26
44,17,2016-04-10 06:01:26,660.00,92.40
44,121,2019-05-20 11:29:26,104.00,18.72
44,171,2021-02-20 19:13:26,61.00,6.71
44,106,2021-12-02 06:36:27,422.00,46.42
45,154,2020-03-11 05:46:42,600.00,174.00
45,21,2020-11-13 05:44:54,519.00,51.90
46,108,2018-05-26 03:46:09,187.00,14.96
46,76,2021-08-05 20:25:56,478.00,119.50
46,7,2017-08-13 18:13:11,668.00,133.60
46,181,2019-02-24 08:09:05,495.00,64.35
47,115,2020-12-12 02:07:58,52.00,11.44
47,12,2021-03-20 21:21:21,315.00,78.75
47,56,2021-03-04 17:41:36,140.00,15.40
47,3,2020-01-13 03:39:58,652.00,143.44
47,83,2017-04-23 05:05:10,578.00,17.34
47,55,2017-10-24 17:18:06,602.00,18.06
48,13,2021-03-08 08:30:48,456.00,59.28
48,35,2022-11-14 23:24:24,638.00,185.02
48,107,2017-08-19 17:31:29,613.00,79.69
48,138,2019-06-21 21:17:47,109.00,19.62
48,185,2018-08-26 21:04:47,420.00,21.00
48,172,2021-01-27 14:02:13,112.00,5.60
49,16,2017-08-18 00:19:08,569.00,142.25
49,141,2017-07-08 11:22:37,258.00,30.96
50,181,2022-07-11 19:30:11,476.00,76.16
50,124,2020-04-26 21:58:24,259.00,18.13
50,188,2019-07-15 12:22:17,198.00,13.86
51,181,2020-02-05 02:10:52,176.00,36.96
51,91,2021-09-20 22:35:25,633.00,177.24
51,24,2021-11-10 18:33:40,154.00,15.40
51,117,2022-07-22 12:49:38,280.00,30.80
51,137,2017-08-07 10:02:08,621.00,149.04
51,77,2019-05-25 09:55:19,360.00,39.60
52,10,2016-06-23 04:13:55,111.00,18.87
52,44,2021-05-08 02:15:32,566.00,84.90
53,190,2016-07-07 02:03:40,68.00,4.08
53,23,2021-01-01 14:36:23,332.00,69.72
53,187,2020-08-03 23:34:13,184.00,42.32
54,117,2016-01-09 07:57:08,592.00,130.24
54,173,2019-02-24 08:42:35,281.00,84.30
54,137,2021-08-01 15:02:26,229.00,9.16
54,186,2017-12-15 16:35:30,637.00,108.29
54,195,2016-02-12 09:20:05,244.00,19.52
54,119,2022-09-26 11:08:56,614.00,165.78
54,151,2016-11-04 10:13:58,372.00,100.44
54,200,2020-07-28 13:25:01,460.00,92.00
55,173,2021-02-13 21:23:18,65.00,18.85
55,199,2020-06-08 00:20:44,331.00,33.10
55,22,2020-06-24 09:21:02,66.00,11.88
55,39,2021-02-24 05:36:24,403.00,56.42
56,137,2022-12-30 10:12:21,505.00,5.05
56,35,2021-09-20 17:51:59,159.00,14.31
56,157,2021-04-08 11:37:36,270.00,75.60
56,111,2022-10-11 18:48:21,590.00,112.10
56,158,2020-03-16 23:43:43,396.00,59.40
56,139,2018-08-21 04:19:31,685.00,41.10
57,82,2016-05-29 20:35:28,591.00,135.93
57,41,2016-03-04 09:54:06,555.00,122.10
57,10,2018-10-09 14:16:45,498.00,39.84
57,61,2020-06-25 00:28:50,494.00,29.64
58,85,2019-08-30 05:37:53,412.00,65.92
58,174,2020-02-14 08:39:29,475.00,33.25
59,21,2016-10-22 06:30:40,67.00,4.02
59,155,2020-04-28 12:21:51,353.00,98.84
59,127,2019-09-11 10:53:30,151.00,42.28
60,133,2020-07-03 13:38:44,202.00,26.26
60,166,2018-02-11 17:11:03,650.00,188.50
60,122,2022-12-14 20:35:38,449.00,53.88
60,14,2018-03-27 15:32:03,98.00,22.54
60,64,2021-07-04 17:57:55,79.00,5.53
60,127,2022-03-31 10:13:22,279.00,72.54
60,48,2018-09-06 05:54:49,200.00,12.00
61,147,2018-06-23 08:16:22,508.00,40.64
61,25,2016-06-04 19:01:04,368.00,29.44
61,126,2022-08-07 20:38:10,413.00,28.91
61,93,2018-07-26 21:06:21,179.00,50.12
61,159,2016-03-21 14:13:20,177.00,19.47
61,178,2021-08-18 03:07:54,450.00,94.50
62,1,2016-01-11 08:47:13,509.00,106.89
62,89,2021-06-29 11:42:45,400.00,76.00
62,23,2018-04-22 16:14:52,72.00,18.00
62,160,2016-03-02 17:12:29,447.00,26.82
62,108,2020-06-13 23:25:13,686.00,0.00
62,106,2021-08-22 11:26:39,293.00,87.90
63,198,2021-10-21 16:22:58,280.00,53.20
63,106,2021-07-01 12:21:08,103.00,12.36
63,193,2019-12-25 11:07:34,328.00,98.40
63,71,2017-11-14 06:26:56,576.00,34.56
63,120,2020-06-13 12:51:54,175.00,19.25
63,122,2016-11-07 17:26:27,562.00,61.82
63,78,2016-01-25 05:33:43,565.00,5.65
64,141,2021-06-15 21:55:06,319.00,0.00
64,129,2020-11-07 19:12:12,385.00,69.30
64,185,2022-10-01 20:30:41,560.00,67.20
65,13,2020-02-21 14:03:32,101.00,2.02
65,133,2016-09-24 15:56:16,350.00,66.50
65,154,2022-12-20 16:53:04,649.00,77.88
65,182,2020-02-19 04:23:01,607.00,169.96
65,142,2019-04-12 01:58:09,384.00,65.28
65,34,2018-02-13 06:26:27,496.00,104.16
65,107,2017-04-30 13:09:29,298.00,11.92
66,178,2016-08-31 15:56:18,530.00,26.50
66,130,2016-05-19 18:29:05,597.00,143.28
66,39,2017-01-13 23:24:23,164.00,24.60
66,82,2016-07-15 10:15:40,196.00,5.88
66,52,2018-08-19 11:40:42,576.00,40.32
66,90,2022-05-09 22:08:36,369.00,59.04
66,112,2018-03-08 08:22:31,642.00,19.26
67,124,2019-07-09 13:01:16,608.00,109.44
67,104,2016-12-28 20:49:49,658.00,19.74
67,159,2017-10-20 14:44:29,349.00,80.27
67,91,2021-09-30 14:55:53,424.00,63.60
67,25,2017-01-12 08:43:54,304.00,76.00
67,197,2019-02-03 14:51:38,448.00,0.00
68,121,2020-10-03 04:09:55,683.00,157.09
68,8,2017-12-20 00:43:53,432.00,116.64
68,166,2020-12-16 23:17:36,323.00,74.29
69,65,2017-06-17 20:36:57,592.00,65.12
69,72,2018-11-15 14:15:55,189.00,18.90
69,99,2018-08-03 16:21:56,445.00,48.95
69,187,2022-10-31 19:52:18,505.00,136.35
69,97,2018-04-22 15:29:49,661.00,191.69
69,56,2021-09-04 22:56:51,325.00,19.50
69,125,2016-09-13 13:40:12,355.00,60.35
69,81,2018-02-22 17:42:21,267.00,34.71
69,52,2021-02-01 16:42:12,227.00,4.54
69,130,2019-04-22 22:22:22,482.00,57.84
70,78,2018-06-30 09:14:59,140.00,30.80
70,126,2022-11-29 09:19:20,335.00,63.65
71,92,2022-10-11 20:23:47,448.00,71.68
71,73,2019-04-08 16:52:37,340.00,6.80
71,127,2017-05-07 12:03:29,193.00,19.30
71,196,2022-12-26 06:04:27,632.00,176.96
71,187,2022-03-21 20:35:06,197.00,27.58
71,13,2017-09-13 10:34:42,147.00,16.17
72,58,2018-11-11 03:15:51,409.00,110.43
72,84,2020-08-25 14:04:31,686.00,96.04
72,110,2021-02-20 17:24:28,611.00,24.44
73,94,2020-08-31 14:24:35,651.00,123.69
73,143,2022-03-25 14:24:52,495.00,24.75
73,164,2020-12-23 04:19:29,123.00,4.92
74,187,2018-04-24 17:52:40,150.00,12.00
74,44,2020-12-04 17:49:06,241.00,14.46
74,193,2017-07-10 06:35:57,259.00,10.36
74,30,2017-06-01 00:20:28,688.00,61.92
75,3,2021-04-28 12:07:13,534.00,128.16
75,118,2017-10-03 15:09:24,214.00,38.52
75,17,2016-05-12 01:06:31,290.00,37.70
75,137,2022-03-08 20:54:28,383.00,11.49
75,47,2016-06-30 23:56:14,612.00,24.48
76,87,2020-04-03 17:15:39,694.00,124.92
76,113,2021-06-19 23:53:55,628.00,100.48
76,110,2018-11-19 12:27:25,70.00,20.30
77,36,2019-06-19 18:03:13,218.00,65.40
78,145,2016-09-04 08:10:07,547.00,82.05
78,140,2022-08-01 23:46:41,92.00,10.12
78,42,2022-11-29 05:21:01,694.00,62.46
78,123,2020-11-04 17:33:14,123.00,1.23
79,100,2018-04-05 08:56:17,445.00,120.15
79,173,2022-04-29 05:13:19,255.00,43.35
79,33,2022-02-08 17:02:52,216.00,60.48
79,136,2019-08-02 11:59:03,80.00,12.80
79,167,2020-01-31 12:24:45,517.00,10.34
79,192,2018-05-20 04:58:15,535.00,16.05
79,68,2018-03-02 02:58:30,629.00,113.22
80,4,2021-06-05 00:54:37,312.00,24.96
80,124,2022-06-07 10:10:50,321.00,32.10
80,105,2022-08-12 09:21:41,388.00,73.72
80,59,2018-05-04 20:26:33,513.00,66.69
82,51,2020-01-03 00:37:35,511.00,40.88
82,150,2018-02-26 08:32:05,354.00,46.02
82,74,2022-07-13 03:07:18,127.00,30.48
82,133,2022-11-07 09:07:48,519.00,62.28
82,178,2020-02-06 16:49:11,491.00,117.84
82,155,2019-07-31 00:44:30,350.00,66.50
83,58,2021-09-06 16:19:53,94.00,8.46
83,152,2018-08-14 17:31:36,449.00,112.25
83,97,2022-07-04 18:17:02,125.00,11.25
83,113,2016-05-13 18:55:35,477.00,57.24
84,95,2022-05-29 07:34:04,380.00,49.40
84,131,2017-09-17 20:21:58,191.00,51.57
84,19,2016-01-19 11:17:22,615.00,92.25
84,135,2021-12-16 17:38:21,292.00,8.76
84,182,2017-06-23 01:16:35,605.00,102.85
84,75,2018-01-29 00:31:05,496.00,104.16
85,167,2022-04-01 15:14:18,213.00,44.73
85,145,2022-12-23 03:54:43,430.00,30.10
85,89,2022-02-17 08:13:04,653.00,65.30
86,43,2016-01-15 23:10:25,456.00,36.48
86,3,2021-01-31 06:05:15,380.00,26.60
86,39,2017-02-28 13:55:19,604.00,138.92
86,121,2016-12-30 06:24:03,123.00,8.61
86,112,2018-01-11 19:19:29,181.00,23.53
87,146,2020-06-10 01:51:37,345.00,41.40
87,168,2017-04-25 16:18:26,92.00,8.28
87,129,2022-05-25 07:58:33,385.00,3.85
87,16,2020-02-13 02:39:06,332.00,89.64
88,182,2020-09-01 15:53:40,613.00,24.52
88,111,2017-10-02 16:51:19,589.00,41.23
88,72,2020-07-14 09:22:09,455.00,136.50
88,117,2021-10-10 08:48:56,377.00,71.63
88,170,2017-10-06 04:22:23,130.00,5.20
89,143,2017-10-11 04:09:53,331.00,29.79
89,26,2016-01-31 03:48:09,513.00,97.47
89,83,2021-05-31 19:42:11,670.00,67.00
89,132,2020-09-23 16:25:48,250.00,50.00
89,96,2021-08-26 21:18:34,388.00,15.52
89,178,2021-08-24 06:45:42,65.00,4.55
89,39,2018-03-10 22:39:10,82.00,9.02
90,112,2016-07-09 07:37:14,197.00,3.94
90,80,2018-08-04 18:45:32,391.00,82.11
90,17,2020-08-12 08:51:46,587.00,23.48
90,106,2016-07-16 15:17:53,321.00,89.88
90,104,2019-03-08 00:57:51,599.00,173.71
90,53,2016-04-07 20:18:15,618.00,105.06
90,23,2022-11-24 12:51:02,437.00,83.03
91,105,2016-01-14 11:16:02,253.00,35.42
91,17,2017-07-26 13:15:23,169.00,15.21
91,82,2019-04-27 19:56:18,558.00,0.00
92,94,2021-01-22 02:53:46,628.00,18.84
92,55,2017-12-09 20:01:28,400.00,20.00
92,111,2021-03-28 03:03:59,91.00,19.11
92,157,2019-05-21 21:06:25,150.00,24.00
92,197,2018-04-29 11:48:38,687.00,82.44
92,40,2017-01-21 19:56:16,75.00,9.00
92,7,2018-12-22 15:58:17,679.00,61.11
92,198,2021-02-17 14:35:06,573.00,45.84
92,25,2019-12-26 07:55:21,657.00,39.42
93,45,2017-05-05 18:56:32,506.00,50.60
93,47,2021-06-08 23:31:37,647.00,0.00
93,35,2016-10-23 00:07:05,465.00,9.30
94,128,2019-09-04 19:46:20,454.00,27.24
94,86,2018-10-09 09:18:21,519.00,41.52
94,74,2016-06-11 08:16:25,376.00,30.08
94,82,2017-10-23 14:20:37,52.00,8.32
95,35,2019-01-23 09:13:15,118.00,10.62
95,27,2020-12-17 22:45:42,180.00,43.20
96,134,2022-06-07 15:40:50,92.00,27.60
96,52,2020-09-28 22:27:36,484.00,87.12
96,54,2021-05-20 18:35:30,666.00,179.82
96,200,2019-01-25 14:06:40,232.00,48.72
97,74,2019-06-27 16:10:26,496.00,99.20
97,59,2016-07-06 11:37:20,167.00,31.73
97,24,2016-06-01 16:19:38,201.00,36.18
98,108,2016-06-07 22:57:20,190.00,1.90
98,121,2020-07-23 13:48:11,519.00,98.61
98,101,2017-12-03 16:31:20,407.00,113.96
98,128,2016-04-20 11:26:38,414.00,107.64
98,88,2022-07-08 17:03:06,247.00,46.93
98,64,2020-04-25 18:23:27,457.00,63.98
98,35,2018-04-10 02:58:42,166.00,31.54
99,154,2019-10-02 15:36:15,551.00,148.77
99,58,2018-07-16 05:32:39,333.00,99.90
99,63,2021-02-04 15:55:30,202.00,46.46
99,94,2017-07-02 10:49:30,80.00,19.20
99,175,2020-03-06 16:03:06,677.00,6.77
99,97,2020-06-13 16:04:31,290.00,5.80
100,64,2020-07-16 11:42:42,646.00,0.00
100,79,2021-04-12 23:31:43,668.00,180.36
100,136,2019-03-04 00:55:51,204.00,38.76
100,124,2018-08-14 07:44:02,394.00,74.86
100,116,2020-04-28 22:43:21,592.00,0.00
100,81,2016-09-10 01:15:19,325.00,91.00
100,166,2020-11-20 09:49:13,421.00,92.62
101,32,2021-10-14 15:46:54,210.00,54.60
101,112,2017-07-24 00:32:21,70.00,10.50
101,35,2018-11-14 14:41:40,477.00,109.71
101,127,2017-10-23 09:27:53,422.00,105.50
102,73,2019-10-20 01:11:32,608.00,121.60
102,60,2017-04-24 12:47:20,217.00,47.74
102,193,2017-02-26 17:19:21,253.00,2.53
102,153,2020-05-29 06:32:28,84.00,14.28
103,1,2022-08-05 03:07:27,84.00,12.60
103,55,2020-10-02 00:48:37,172.00,6.88
103,66,2020-04-18 14:18:07,483.00,72.45
103,123,2022-03-07 17:56:19,64.00,8.32
103,86,2017-12-06 12:10:49,137.00,4.11
103,73,2020-06-20 07:09:50,204.00,26.52
103,108,2022-02-14 06:55:13,623.00,149.52
103,32,2022-07-24 14:59:10,215.00,4.30
103,83,2019-06-03 07:22:01,468.00,98.28
104,164,2020-05-18 07:04:08,202.00,14.14
104,14,2017-03-31 15:45:09,421.00,42.10
104,112,2020-04-07 18:05:53,364.00,36.40
104,186,2019-04-12 14:14:08,654.00,52.32
104,187,2020-10-25 12:55:05,56.00,7.84
104,110,2021-04-16 16:10:23,66.00,5.28
105,30,2022-06-22 10:12:04,201.00,42.21
105,154,2017-05-15 11:19:47,559.00,83.85
105,165,2021-03-28 21:46:26,321.00,6.42
105,182,2022-02-02 16:38:53,418.00,91.96
105,195,2017-05-27 17:10:29,321.00,67.41
105,52,2017-12-26 08:01:38,199.00,49.75
105,94,2016-01-20 05:25:16,276.00,77.28
106,49,2019-06-15 09:29:21,441.00,110.25
106,137,2018-10-25 23:32:34,157.00,23.55
106,174,2018-12-02 18:42:18,657.00,177.39
106,190,2022-02-11 02:02:01,111.00,7.77
107,59,2016-11-22 17:22:18,586.00,0.00
107,161,2017-11-08 06:06:48,541.00,16.23
107,33,2017-04-06 08:16:01,336.00,0.00
107,54,2022-05-01 03:12:05,566.00,124.52
108,51,2017-11-24 04:06:59,638.00,114.84
108,1,2020-10-16 00:22:54,150.00,25.50
108,147,2021-06-30 07:55:35,477.00,0.00
108,23,2017-12-02 00:21:12,528.00,110.88
109,181,2016-03-10 15:20:06,518.00,51.80
109,6,2022-03-07 21:26:14,327.00,71.94
110,144,2017-04-30 07:18:13,400.00,80.00
110,147,2017-10-20 15:43:24,95.00,10.45
110,199,2018-07-10 22:34:14,642.00,192.60
110,109,2021-11-07 00:51:41,177.00,46.02
111,7,2016-10-18 10:01:34,691.00,172.75
111,43,2017-08-15 03:45:40,560.00,162.40
111,39,2019-06-22 01:02:07,58.00,6.38
111,126,2019-05-05 06:54:04,310.00,93.00
111,29,2019-02-16 23:24:38,231.00,13.86
111,77,2020-11-30 01:58:19,610.00,54.90
111,92,2022-09-27 23:45:51,53.00,7.42
112,128,2017-03-05 02:56:44,598.00,119.60
112,45,2019-11-13 02:46:52,224.00,58.24
112,69,2021-11-26 06:13:58,198.00,55.44
112,51,2021-06-22 22:41:41,292.00,2.92
112,63,2022-07-21 01:03:52,309.00,61.80
112,91,2022-10-06 06:46:18,468.00,14.04
113,65,2016-06-12 05:30:17,326.00,35.86
113,69,2018-02-06 11:55:44,173.00,0.00
113,92,2022-11-30 09:43:04,250.00,67.50
114,72,2022-12-01 18:19:39,261.00,65.25
114,124,2016-08-04 19:09:22,658.00,52.64
114,106,2017-02-28 00:57:30,584.00,116.80
114,165,2022-11-21 20:05:13,480.00,4.80
114,163,2020-09-11 18:36:33,670.00,100.50
114,102,2016-04-21 10:35:40,540.00,5.40
114,104,2022-09-07 06:08:08,700.00,84.00
114,162,2020-02-24 17:52:11,86.00,6.88
114,182,2020-11-25 12:42:50,661.00,178.47
115,131,2016-10-23 01:21:57,124.00,29.76
115,77,2022-07-07 16:58:33,54.00,15.12
115,81,2021-08-18 09:08:28,323.00,6.46
115,195,2020-09-14 05:17:46,263.00,26.30
115,47,2017-01-25 06:48:26,191.00,13.37
116,50,2019-03-26 11:51:21,462.00,55.44
116,6,2019-08-24 12:35:40,137.00,41.10
116,87,2017-11-02 00:52:33,52.00,6.24
116,195,2021-11-27 00:06:03,351.00,49.14
116,140,2020-01-06 01:32:26,289.00,57.80
